Post_ID,Date_Posted,Reach,Likes,Comments,Shares,Duration_Seconds,Hashtags_Count,Caption_Length,Post_Hour,Total_Engagement,Engagement_Rate,Like_Ratio,Comment_Ratio,Share_Ratio,Year,Month,Day,DayOfWeek,Weekend,Quarter,WeekOfYear,Time_Category,Peak_Hours,Post_Hour_Category,Content_Type,Hashtag_Category,Caption_Category,Reach_Category,Engagement_Category,Comments_Per_Like,Shares_Per_Like,Virality_Score
91,2024-04-01,15651.0,755.0,13.0,27.0,50.0,6,15.0,21,795.0,0.050795476327391224,0.048239729090792924,0.0008306178518944476,0.0017251293847038527,2024,4,1,0,0,2,14,Evening,1,21:00,Medium,Moderate,Short,Low,Low,0.017218543046357615,0.03576158940397351,0.08874172185430464
92,2024-04-02,13765.0,600.0,28.0,38.0,32.0,4,41.0,10,666.0,0.04838358154740283,0.04358881220486742,0.0020341445695604794,0.0027606247729749364,2024,4,2,1,0,2,14,Morning,1,10:00,Medium,Moderate,Medium,Low,Low,0.04666666666666667,0.06333333333333334,0.17333333333333334
93,2024-04-03,20819.0,981.0,25.0,35.0,60.0,11,41.0,22,1041.0,0.050002401652336805,0.04712041884816754,0.001200826168403862,0.0016811566357654065,2024,4,3,2,0,2,14,Evening,1,22:00,Medium,Excessive,Medium,Medium,Medium,0.0254841997961264,0.03567787971457696,0.09683995922528033
94,2024-04-04,24038.0,1160.0,27.0,27.0,92.0,13,32.0,20,1214.0,0.05050336966469756,0.048256926532989436,0.0011232215658540643,0.0011232215658540643,2024,4,4,3,0,2,14,Evening,1,20:00,Long,Excessive,Medium,Very_High,Very_High,0.02327586206896552,0.02327586206896552,0.06982758620689655
95,2024-04-05,23858.0,1112.0,12.0,41.0,120.0,8,51.0,10,1165.0,0.048830580937211834,0.04660910386453181,0.0005029759409841563,0.0017185011316958672,2024,4,5,4,0,2,14,Morning,1,10:00,Long,Many,Long,Very_High,High,0.01079136690647482,0.0368705035971223,0.08453237410071943
96,2024-04-06,20432.0,1104.0,29.0,19.0,34.0,3,46.0,12,1152.0,0.056382145653876274,0.05403288958496476,0.0014193422083007047,0.0009299138606108066,2024,4,6,5,1,2,14,Morning,1,12:00,Medium,Few,Medium,Medium,High,0.026268115942028984,0.017210144927536232,0.06068840579710145
97,2024-04-07,18566.0,896.0,29.0,23.0,89.0,5,30.0,20,948.0,0.05106107939243779,0.04826026069158677,0.0015619950447053755,0.0012388236561456426,2024,4,7,6,1,2,14,Evening,1,20:00,Long,Moderate,Medium,Medium,Medium,0.03236607142857143,0.025669642857142856,0.08370535714285714
98,2024-04-08,20894.0,945.0,24.0,33.0,104.0,11,48.0,10,1002.0,0.04795635110558055,0.04522829520436489,0.0011486551163013305,0.0015794007849143294,2024,4,8,0,0,2,15,Morning,1,10:00,Long,Excessive,Medium,High,Medium,0.025396825396825397,0.03492063492063492,0.09523809523809523
99,2024-04-09,16381.0,701.0,30.0,18.0,118.0,7,14.0,21,749.0,0.04572370429155729,0.0427934802515109,0.001831390025028997,0.0010988340150173983,2024,4,9,1,0,2,15,Evening,1,21:00,Long,Many,Short,Low,Low,0.042796005706134094,0.025677603423680456,0.09415121255349501
100,2024-04-10,19469.0,953.0,21.0,28.0,66.0,7,32.0,12,1002.0,0.051466433817864296,0.04894961220401664,0.001078637834506138,0.0014381837793415173,2024,4,10,2,0,2,15,Morning,1,12:00,Long,Many,Medium,Medium,Medium,0.022035676810073453,0.02938090241343127,0.080797481636936
101,2024-04-11,21678.0,1005.0,27.0,24.0,103.0,11,62.0,12,1056.0,0.04871298090229726,0.04636036534735677,0.001245502352615555,0.0011071132023249377,2024,4,11,3,0,2,15,Morning,1,12:00,Long,Excessive,Long,High,High,0.026865671641791045,0.023880597014925373,0.07462686567164178
102,2024-04-12,18647.0,841.0,24.0,29.0,37.0,15,36.0,10,894.0,0.04794336890652652,0.04510108864696734,0.001287070306215477,0.0015552099533437014,2024,4,12,4,0,2,15,Morning,1,10:00,Medium,Excessive,Medium,Medium,Low,0.028537455410225922,0.034482758620689655,0.09750297265160524
103,2024-04-13,23294.0,1243.0,11.0,20.0,108.0,4,52.0,10,1274.0,0.05469219541512836,0.0533613806130334,0.00047222460719498584,0.0008585901948999742,2024,4,13,5,1,2,15,Morning,1,10:00,Long,Moderate,Long,Very_High,Very_High,0.008849557522123894,0.016090104585679808,0.04102976669348351
104,2024-04-14,22945.0,1134.0,12.0,40.0,49.0,13,45.0,15,1186.0,0.05168882109392024,0.04942253214207888,0.0005229897581172369,0.001743299193724123,2024,4,14,6,1,2,15,Afternoon,1,15:00,Medium,Excessive,Medium,High,High,0.010582010582010581,0.03527336860670194,0.08112874779541446
105,2024-04-15,20724.0,958.0,26.0,35.0,36.0,13,57.0,22,1019.0,0.04917004439297433,0.04622659718201119,0.001254584057131828,0.0016888631538313067,2024,4,15,0,0,2,16,Evening,1,22:00,Medium,Excessive,Long,Medium,Medium,0.027139874739039668,0.03653444676409186,0.10020876826722339
106,2024-04-16,23222.0,1086.0,23.0,30.0,92.0,14,15.0,18,1139.0,0.04904831625183016,0.046765997760744124,0.0009904400999052622,0.0012918783911807768,2024,4,16,1,0,2,16,Afternoon,1,18:00,Long,Excessive,Short,High,High,0.02117863720073665,0.027624309392265192,0.07642725598526703
107,2024-04-17,25348.0,1235.0,19.0,39.0,111.0,7,46.0,21,1293.0,0.05100994161275051,0.04872179264636263,0.0007495660407132713,0.0015385829256746094,2024,4,17,2,0,2,16,Evening,1,21:00,Long,Many,Medium,Very_High,Very_High,0.015384615384615385,0.031578947368421054,0.07854251012145749
108,2024-04-18,17561.0,850.0,20.0,26.0,83.0,3,37.0,8,896.0,0.051022151358123116,0.0484027105517909,0.0011388873071009624,0.001480553499231251,2024,4,18,3,0,2,16,Morning,1,,Long,Few,Medium,Low,Low,0.023529411764705882,0.03058823529411765,0.08470588235294117
109,2024-04-19,19724.0,933.0,27.0,10.0,85.0,13,60.0,21,970.0,0.04917866558507402,0.04730277834110728,0.0013688906915432974,0.0005069965524234435,2024,4,19,4,0,2,16,Evening,1,21:00,Long,Excessive,Long,Medium,Medium,0.028938906752411574,0.010718113612004287,0.05037513397642015
110,2024-04-20,16834.0,771.0,29.0,21.0,23.0,14,38.0,20,821.0,0.048770345728882024,0.045800166330046334,0.0017227040513247,0.0012474753475109897,2024,4,20,5,1,2,16,Evening,1,20:00,Short,Excessive,Medium,Low,Low,0.03761348897535668,0.027237354085603113,0.09208819714656291
111,2024-04-21,17958.0,858.0,15.0,24.0,44.0,13,67.0,12,897.0,0.04994988306047444,0.047778149014366854,0.000835282325425994,0.0013364517206815904,2024,4,21,6,1,2,16,Morning,1,12:00,Medium,Excessive,Long,Low,Low,0.017482517482517484,0.027972027972027972,0.07342657342657342
112,2024-04-22,20426.0,1094.0,16.0,31.0,25.0,3,31.0,8,1141.0,0.05586017820424949,0.05355918926857926,0.000783315382355821,0.0015176735533144032,2024,4,22,0,0,2,17,Morning,1,,Short,Few,Medium,Medium,High,0.014625228519195612,0.0283363802559415,0.0712979890310786
113,2024-04-23,17643.0,803.0,20.0,29.0,89.0,5,45.0,8,852.0,0.04829110695459956,0.0455138015076801,0.0011335940599671258,0.0016437113869523323,2024,4,23,1,0,2,17,Morning,1,,Long,Moderate,Medium,Low,Low,0.024906600249066,0.0361145703611457,0.09713574097135741
114,2024-04-24,22239.0,1035.0,23.0,34.0,74.0,11,37.0,8,1092.0,0.049102927289896126,0.046539862403885066,0.0010342191645307793,0.0015288457214802824,2024,4,24,2,0,2,17,Morning,1,,Long,Excessive,Medium,High,High,0.022222222222222223,0.03285024154589372,0.08792270531400966
115,2024-04-25,17668.0,739.0,20.0,33.0,101.0,8,23.0,10,792.0,0.04482680552411139,0.04182703192211908,0.0011319900384876612,0.0018677835635046412,2024,4,25,3,0,2,17,Morning,1,10:00,Long,Many,Medium,Low,Low,0.02706359945872801,0.044654939106901215,0.11637347767253045
116,2024-04-26,23047.0,1131.0,11.0,35.0,33.0,15,22.0,21,1177.0,0.051069553521065646,0.04907363214301211,0.0004772855469258472,0.0015186358311276955,2024,4,26,4,0,2,17,Evening,1,21:00,Medium,Excessive,Medium,High,High,0.009725906277630416,0.03094606542882405,0.07161803713527852
117,2024-04-27,18299.0,890.0,30.0,24.0,53.0,8,78.0,22,944.0,0.0515875184436308,0.04863653751571124,0.0016394338488441992,0.0013115470790753593,2024,4,27,5,1,2,17,Evening,1,22:00,Medium,Many,Long,Low,Medium,0.033707865168539325,0.02696629213483146,0.08764044943820225
118,2024-04-28,13830.0,600.0,17.0,27.0,29.0,10,78.0,21,644.0,0.04656543745480839,0.04338394793926247,0.0012292118582791034,0.0019522776572668114,2024,4,28,6,1,2,17,Evening,1,21:00,Short,Many,Long,Low,Low,0.028333333333333332,0.045,0.11833333333333333
119,2024-04-29,25135.0,1226.0,27.0,28.0,103.0,11,40.0,15,1281.0,0.050964790133280286,0.04877660632584046,0.0010741993236522778,0.0011139844837875473,2024,4,29,0,0,2,18,Afternoon,1,15:00,Long,Excessive,Medium,Very_High,Very_High,0.02202283849918434,0.022838499184339316,0.06769983686786298
120,2024-04-30,24900.0,1252.0,14.0,38.0,65.0,10,66.0,20,1304.0,0.05236947791164659,0.05028112449799197,0.0005622489959839357,0.0015261044176706827,2024,4,30,1,0,2,18,Evening,1,20:00,Long,Many,Long,Very_High,Very_High,0.011182108626198083,0.03035143769968051,0.07188498402555911
121,2024-05-01,15829.0,676.0,13.0,29.0,42.0,15,63.0,21,718.0,0.04535978267736433,0.04270642491629288,0.0008212774022364016,0.0018320803588350496,2024,5,1,2,0,2,18,Evening,1,21:00,Medium,Excessive,Long,Low,Low,0.019230769230769232,0.042899408284023666,0.10502958579881656
122,2024-05-02,18300.0,787.0,30.0,23.0,92.0,11,28.0,18,840.0,0.04590163934426229,0.04300546448087432,0.001639344262295082,0.0012568306010928962,2024,5,2,3,0,2,18,Afternoon,1,18:00,Long,Excessive,Medium,Low,Low,0.03811944091486658,0.029224904701397714,0.096569250317662
123,2024-05-03,21977.0,1069.0,30.0,31.0,61.0,11,59.0,10,1130.0,0.05141739090867725,0.04864176184192565,0.0013650634754516085,0.0014105655912999954,2024,5,3,4,0,2,18,Morning,1,10:00,Long,Excessive,Long,High,High,0.02806361085126286,0.028999064546304958,0.08606173994387278
124,2024-05-04,28044.0,1471.0,12.0,33.0,61.0,12,80.0,15,1516.0,0.05405790900014263,0.05245328769077164,0.0004278990158322636,0.0011767222935387248,2024,5,4,5,1,2,18,Afternoon,1,15:00,Long,Excessive,Long,Very_High,Very_High,0.008157715839564922,0.022433718558803536,0.05302515295717199
125,2024-05-05,21530.0,1093.0,18.0,38.0,23.0,8,56.0,21,1149.0,0.05336739433348816,0.05076637250348351,0.0008360427310729215,0.0017649790989317231,2024,5,5,6,1,2,18,Evening,1,21:00,Short,Many,Long,High,High,0.01646843549862763,0.03476669716376944,0.08600182982616651
126,2024-05-06,20492.0,930.0,29.0,32.0,57.0,15,79.0,22,991.0,0.04836033574077689,0.04538356431778255,0.0014151864142104235,0.0015615850087839158,2024,5,6,0,0,2,19,Evening,1,22:00,Medium,Excessive,Long,Medium,Medium,0.03118279569892473,0.034408602150537634,0.1
127,2024-05-07,20809.0,1049.0,24.0,24.0,81.0,5,52.0,22,1097.0,0.05271757412657985,0.05041087990773223,0.001153347109423807,0.001153347109423807,2024,5,7,1,0,2,19,Evening,1,22:00,Long,Moderate,Long,Medium,High,0.022878932316491896,0.022878932316491896,0.06863679694947569
128,2024-05-08,19995.0,1011.0,17.0,18.0,109.0,5,60.0,18,1046.0,0.052313078269567395,0.05056264066016504,0.0008502125531382846,0.000900225056264066,2024,5,8,2,0,2,19,Afternoon,1,18:00,Long,Moderate,Long,Medium,Medium,0.016815034619188922,0.017804154302670624,0.05242334322453017
129,2024-05-09,21136.0,1093.0,28.0,30.0,40.0,4,65.0,8,1151.0,0.05445685087055261,0.05171271763815292,0.0013247539742619228,0.0014193792581377745,2024,5,9,3,0,2,19,Morning,1,,Medium,Moderate,Long,High,High,0.025617566331198535,0.027447392497712716,0.08051235132662397
130,2024-05-10,27799.0,1374.0,26.0,35.0,97.0,11,53.0,18,1435.0,0.0516205618907155,0.049426238353897624,0.0009352854419223713,0.0012590380948954997,2024,5,10,4,0,2,19,Afternoon,1,18:00,Long,Excessive,Long,Very_High,Very_High,0.018922852983988356,0.025473071324599708,0.06986899563318777
131,2024-05-11,16436.0,718.0,28.0,28.0,94.0,6,13.0,21,774.0,0.04709174981747384,0.043684594791920175,0.0017035775127768314,0.0017035775127768314,2024,5,11,5,1,2,19,Evening,1,21:00,Long,Moderate,Short,Low,Low,0.03899721448467967,0.03899721448467967,0.116991643454039
132,2024-05-12,17021.0,774.0,14.0,23.0,42.0,15,35.0,10,811.0,0.04764702426414429,0.045473238940132776,0.000822513365842195,0.0013512719581693202,2024,5,12,6,1,2,19,Morning,1,10:00,Medium,Excessive,Medium,Low,Low,0.01808785529715762,0.029715762273901807,0.07751937984496124
133,2024-05-13,21550.0,987.0,11.0,41.0,99.0,8,50.0,10,1039.0,0.04821345707656612,0.04580046403712297,0.0005104408352668213,0.001902552204176334,2024,5,13,0,0,2,20,Morning,1,10:00,Long,Many,Medium,High,Medium,0.011144883485309016,0.04154002026342452,0.09422492401215805
134,2024-05-14,23444.0,1138.0,19.0,21.0,91.0,14,17.0,15,1178.0,0.05024739805493943,0.048541204572598536,0.0008104419041119263,0.0008957515782289712,2024,5,14,1,0,2,20,Afternoon,1,15:00,Long,Excessive,Short,Very_High,High,0.016695957820738138,0.01845342706502636,0.05360281195079086
135,2024-05-15,22377.0,1076.0,20.0,29.0,88.0,11,76.0,18,1125.0,0.05027483576886982,0.048085087366492384,0.0008937748581132412,0.0012959735442641999,2024,5,15,2,0,2,20,Afternoon,1,18:00,Long,Excessive,Long,High,High,0.01858736059479554,0.02695167286245353,0.0724907063197026
136,2024-05-16,21685.0,956.0,27.0,38.0,120.0,8,14.0,8,1021.0,0.04708323726077934,0.04408577357620475,0.0012451002997463684,0.0017523633848282223,2024,5,16,3,0,2,20,Morning,1,,Long,Many,Short,High,Medium,0.028242677824267783,0.0397489539748954,0.10774058577405858
137,2024-05-17,20296.0,998.0,22.0,22.0,95.0,5,77.0,12,1042.0,0.051340165549862045,0.04917225068979109,0.0010839574300354749,0.0010839574300354749,2024,5,17,4,0,2,20,Morning,1,12:00,Long,Moderate,Long,Medium,Medium,0.022044088176352707,0.022044088176352707,0.06613226452905811
138,2024-05-18,16462.0,600.0,23.0,40.0,113.0,11,40.0,20,663.0,0.040274571740979224,0.03644757623618029,0.0013971570890535779,0.0024298384157453528,2024,5,18,5,1,2,20,Evening,1,20:00,Long,Excessive,Medium,Low,Low,0.03833333333333333,0.06666666666666667,0.17166666666666666
139,2024-05-19,17458.0,856.0,13.0,29.0,50.0,7,36.0,12,898.0,0.05143773628136098,0.04903196242410356,0.0007446442891511055,0.0016611295681063123,2024,5,19,6,1,2,20,Morning,1,12:00,Medium,Many,Medium,Low,Medium,0.015186915887850467,0.03387850467289719,0.08294392523364486
140,2024-05-20,21592.0,1067.0,23.0,30.0,71.0,8,71.0,22,1120.0,0.051871063356798815,0.04941645053723601,0.0010652093367914041,0.0013894034827713969,2024,5,20,0,0,2,21,Evening,1,22:00,Long,Many,Long,High,High,0.02155576382380506,0.028116213683223992,0.07778819119025304
141,2024-05-21,23393.0,1188.0,18.0,41.0,70.0,3,15.0,10,1247.0,0.05330654469285684,0.050784422690548454,0.0007694609498567948,0.0017526610524515882,2024,5,21,1,0,2,21,Morning,1,10:00,Long,Few,Short,Very_High,Very_High,0.015151515151515152,0.034511784511784514,0.08417508417508418
142,2024-05-22,18613.0,990.0,29.0,15.0,35.0,6,46.0,8,1034.0,0.05555257078386074,0.053188631601568795,0.0015580508246924192,0.0008058883575995272,2024,5,22,2,0,2,21,Morning,1,,Medium,Moderate,Medium,Medium,Medium,0.029292929292929294,0.015151515151515152,0.0595959595959596
143,2024-05-23,15923.0,793.0,17.0,23.0,25.0,10,51.0,12,833.0,0.052314262387741006,0.04980217295735728,0.0010676380079130817,0.0014444514224706399,2024,5,23,3,0,2,21,Morning,1,12:00,Short,Many,Long,Low,Low,0.021437578814627996,0.029003783102143757,0.07944514501891552
144,2024-05-24,16935.0,811.0,28.0,27.0,38.0,5,72.0,15,866.0,0.05113669914378506,0.04788898730439917,0.0016533805727782698,0.0015943312666076173,2024,5,24,4,0,2,21,Afternoon,1,15:00,Medium,Moderate,Long,Low,Low,0.0345252774352651,0.03329223181257707,0.10110974106041924
145,2024-05-25,20596.0,1051.0,16.0,18.0,113.0,5,41.0,10,1085.0,0.05268013206447854,0.051029326082734514,0.0007768498737618955,0.0008739561079821324,2024,5,25,5,1,2,21,Morning,1,10:00,Long,Moderate,Medium,Medium,High,0.015223596574690771,0.017126546146527116,0.049476688867745006
146,2024-05-26,29103.0,1592.0,19.0,32.0,33.0,9,51.0,15,1643.0,0.05645466103150878,0.05470226437137065,0.000652853657698519,0.001099543002439611,2024,5,26,6,1,2,21,Afternoon,1,15:00,Medium,Many,Long,Very_High,Very_High,0.01193467336683417,0.020100502512562814,0.052135678391959796
147,2024-05-27,22780.0,1215.0,21.0,18.0,51.0,8,21.0,21,1254.0,0.05504828797190518,0.053336259877085165,0.0009218612818261633,0.0007901668129938542,2024,5,27,0,0,2,22,Evening,1,21:00,Medium,Many,Medium,High,Very_High,0.01728395061728395,0.014814814814814815,0.04691358024691358
148,2024-05-28,19175.0,956.0,11.0,34.0,61.0,6,18.0,18,1001.0,0.05220338983050848,0.04985658409387223,0.0005736636245110821,0.001773142112125163,2024,5,28,1,0,2,22,Afternoon,1,18:00,Long,Moderate,Short,Medium,Medium,0.011506276150627616,0.03556485355648536,0.08263598326359832
149,2024-05-29,23823.0,1241.0,29.0,28.0,79.0,4,67.0,15,1298.0,0.05448516139864837,0.05209251563614994,0.0012173110019728834,0.0011753347605255426,2024,5,29,2,0,2,22,Afternoon,1,15:00,Long,Moderate,Long,Very_High,Very_High,0.023368251410153102,0.022562449637389202,0.0684931506849315
150,2024-05-30,27326.0,1458.0,29.0,25.0,81.0,7,69.0,10,1512.0,0.055331918319549145,0.05335577837956525,0.0010612603381395008,0.0009148796018443973,2024,5,30,3,0,2,22,Morning,1,10:00,Long,Many,Long,Very_High,Very_High,0.019890260631001373,0.017146776406035666,0.0541838134430727
151,2024-05-31,21835.0,946.0,18.0,37.0,107.0,13,14.0,18,1001.0,0.04584382871536524,0.04332493702770781,0.0008243645523242501,0.0016945271353331806,2024,5,31,4,0,2,22,Afternoon,1,18:00,Long,Excessive,Short,High,Medium,0.019027484143763214,0.039112050739957716,0.09725158562367865
152,2024-06-01,28013.0,1380.0,15.0,42.0,118.0,11,21.0,22,1437.0,0.05129761182308214,0.049262842251811656,0.0005354656766501267,0.0014993038946203548,2024,6,1,5,1,2,22,Evening,1,22:00,Long,Excessive,Medium,Very_High,Very_High,0.010869565217391304,0.030434782608695653,0.07173913043478261
153,2024-06-02,24719.0,1260.0,28.0,46.0,29.0,4,80.0,21,1334.0,0.053966584408754396,0.05097293579837372,0.001132731906630527,0.0018609167037501517,2024,6,2,6,1,2,22,Evening,1,21:00,Short,Moderate,Long,Very_High,Very_High,0.022222222222222223,0.03650793650793651,0.09523809523809523
154,2024-06-03,16892.0,744.0,23.0,23.0,93.0,8,21.0,12,790.0,0.0467677006867156,0.044044518115084065,0.0013615912858157707,0.0013615912858157707,2024,6,3,0,0,2,23,Morning,1,12:00,Long,Many,Medium,Low,Low,0.030913978494623656,0.030913978494623656,0.09274193548387097
155,2024-06-04,26321.0,1409.0,13.0,28.0,28.0,14,33.0,15,1450.0,0.05508909235971278,0.05353140078264504,0.0004939022073629421,0.0010637893697047986,2024,6,4,1,0,2,23,Afternoon,1,15:00,Short,Excessive,Medium,Very_High,Very_High,0.009226401703335699,0.0198722498225692,0.048970901348474094
156,2024-06-05,18416.0,924.0,25.0,20.0,22.0,11,16.0,10,969.0,0.05261728931364031,0.050173761946133794,0.0013575152041702867,0.0010860121633362294,2024,6,5,2,0,2,23,Morning,1,10:00,Short,Excessive,Short,Low,Medium,0.027056277056277056,0.021645021645021644,0.07034632034632035
157,2024-06-06,21568.0,1049.0,28.0,30.0,92.0,7,64.0,12,1107.0,0.05132603857566766,0.04863686943620178,0.0012982195845697329,0.0013909495548961425,2024,6,6,3,0,2,23,Morning,1,12:00,Long,Many,Long,High,High,0.02669208770257388,0.028598665395614873,0.08388941849380362
158,2024-06-07,20394.0,1031.0,19.0,10.0,117.0,6,63.0,10,1060.0,0.051976071393547124,0.05055408453466706,0.0009316465627145239,0.0004903402961655388,2024,6,7,4,0,2,23,Morning,1,10:00,Long,Moderate,Long,Medium,High,0.01842870999030068,0.009699321047526674,0.037827352085354024
159,2024-06-08,19654.0,859.0,21.0,28.0,77.0,15,60.0,8,908.0,0.04619924697262644,0.0437061158033988,0.0010684847868118448,0.0014246463824157932,2024,6,8,5,1,2,23,Morning,1,,Long,Excessive,Long,Medium,Medium,0.024447031431897557,0.03259604190919674,0.08963911525029103
160,2024-06-09,16864.0,708.0,21.0,35.0,24.0,15,51.0,15,764.0,0.04530360531309298,0.04198292220113852,0.0012452561669829222,0.002075426944971537,2024,6,9,6,1,2,23,Afternoon,1,15:00,Short,Excessive,Long,Low,Low,0.029661016949152543,0.04943502824858757,0.1285310734463277
161,2024-06-10,20938.0,973.0,14.0,31.0,117.0,8,79.0,20,1018.0,0.04861973445410259,0.046470532046995895,0.0006686407488776388,0.0014805616582290572,2024,6,10,0,0,2,24,Evening,1,20:00,Long,Many,Long,High,Medium,0.014388489208633094,0.03186022610483042,0.07810894141829394
162,2024-06-11,13432.0,689.0,14.0,13.0,66.0,3,39.0,20,716.0,0.05330553901131626,0.051295413936867186,0.001042287075640262,0.0009678379988088148,2024,6,11,1,0,2,24,Evening,1,20:00,Long,Few,Medium,Low,Low,0.020319303338171262,0.018867924528301886,0.05805515239477504
163,2024-06-12,19173.0,826.0,27.0,48.0,21.0,14,39.0,15,901.0,0.04699316747509519,0.04308141657539248,0.0014082303238929744,0.0025035205758097323,2024,6,12,2,0,2,24,Afternoon,1,15:00,Short,Excessive,Medium,Medium,Medium,0.03268765133171913,0.05811138014527845,0.14891041162227603
164,2024-06-13,14730.0,757.0,13.0,18.0,29.0,7,57.0,22,788.0,0.053496266123557366,0.05139171758316361,0.0008825526137135098,0.0012219959266802445,2024,6,13,3,0,2,24,Evening,1,22:00,Short,Many,Long,Low,Low,0.017173051519154558,0.023778071334214,0.06472919418758256
165,2024-06-14,20963.0,1040.0,30.0,29.0,39.0,11,32.0,10,1099.0,0.052425702428087584,0.049611219768162955,0.0014310928779277775,0.0013833897819968517,2024,6,14,4,0,2,24,Morning,1,10:00,Medium,Excessive,Medium,High,High,0.028846153846153848,0.027884615384615386,0.08461538461538462
166,2024-06-15,23560.0,1176.0,29.0,30.0,83.0,8,18.0,10,1235.0,0.05241935483870968,0.0499151103565365,0.001230899830220713,0.0012733446519524619,2024,6,15,5,1,2,24,Morning,1,10:00,Long,Many,Short,Very_High,Very_High,0.02465986394557823,0.025510204081632654,0.07568027210884354
167,2024-06-16,25660.0,1341.0,13.0,30.0,115.0,3,49.0,15,1384.0,0.053936087295401405,0.05226032735775526,0.0005066250974279033,0.0011691348402182386,2024,6,16,6,1,2,24,Afternoon,1,15:00,Long,Few,Medium,Very_High,Very_High,0.009694258016405667,0.02237136465324385,0.054436987322893364
168,2024-06-17,17074.0,708.0,29.0,37.0,95.0,7,44.0,8,774.0,0.045332083870212016,0.04146655733864355,0.0016984889305376597,0.0021670376010308073,2024,6,17,0,0,2,25,Morning,1,,Long,Many,Medium,Low,Low,0.04096045197740113,0.052259887005649715,0.14548022598870056
169,2024-06-18,22247.0,972.0,16.0,32.0,114.0,15,12.0,10,1020.0,0.04584887850047197,0.04369128421809682,0.0007191980941250505,0.001438396188250101,2024,6,18,1,0,2,25,Morning,1,10:00,Long,Excessive,Short,High,Medium,0.01646090534979424,0.03292181069958848,0.0823045267489712
170,2024-06-19,16629.0,835.0,17.0,27.0,48.0,5,18.0,22,879.0,0.05285946238499008,0.05021348247038306,0.0010223104215527092,0.0016236694930543028,2024,6,19,2,0,2,25,Evening,1,22:00,Medium,Moderate,Short,Low,Low,0.02035928143712575,0.032335329341317366,0.08502994011976048
171,2024-06-20,25683.0,1360.0,29.0,39.0,45.0,5,73.0,15,1428.0,0.05560098119378577,0.052953315422653115,0.0011291515788653974,0.0015185141922672584,2024,6,20,3,0,2,25,Afternoon,1,15:00,Medium,Moderate,Long,Very_High,Very_High,0.021323529411764706,0.028676470588235293,0.07867647058823529
172,2024-06-21,23651.0,1160.0,23.0,28.0,58.0,13,21.0,22,1211.0,0.051202908967908335,0.0490465519428354,0.0009724747367975984,0.0011838822882753372,2024,6,21,4,0,2,25,Evening,1,22:00,Medium,Excessive,Medium,Very_High,High,0.019827586206896553,0.02413793103448276,0.06810344827586207
173,2024-06-22,21048.0,985.0,28.0,33.0,48.0,12,77.0,21,1046.0,0.04969593310528316,0.046797795515013306,0.0013302926643861649,0.0015678449258836945,2024,6,22,5,1,2,25,Evening,1,21:00,Medium,Excessive,Long,High,Medium,0.028426395939086295,0.03350253807106599,0.09543147208121827
174,2024-06-23,20951.0,1097.0,27.0,16.0,50.0,10,11.0,21,1140.0,0.054412677199179034,0.05236026919956088,0.0012887213020858193,0.0007636866975323374,2024,6,23,6,1,2,25,Evening,1,21:00,Medium,Many,Short,High,High,0.024612579762989972,0.014585232452142206,0.053783044667274384
175,2024-06-24,23283.0,1239.0,12.0,32.0,70.0,4,38.0,15,1283.0,0.055104582742773696,0.05321479190825924,0.0005153975003221235,0.0013743933341923292,2024,6,24,0,0,2,26,Afternoon,1,15:00,Long,Moderate,Medium,Very_High,Very_High,0.009685230024213076,0.0258272800645682,0.06133979015334948
176,2024-06-25,20371.0,1035.0,15.0,29.0,25.0,13,24.0,20,1079.0,0.052967453733248245,0.05080752049482107,0.0007363408767365373,0.0014235923616906386,2024,6,25,1,0,2,26,Evening,1,20:00,Short,Excessive,Medium,Medium,High,0.014492753623188406,0.028019323671497585,0.07053140096618357
177,2024-06-26,18525.0,858.0,14.0,33.0,101.0,4,64.0,8,905.0,0.04885290148448043,0.04631578947368421,0.0007557354925775979,0.0017813765182186235,2024,6,26,2,0,2,26,Morning,1,,Long,Moderate,Long,Medium,Medium,0.016317016317016316,0.038461538461538464,0.09324009324009325
178,2024-06-27,24192.0,1163.0,29.0,40.0,36.0,15,41.0,15,1232.0,0.05092592592592592,0.04807374338624339,0.0011987433862433862,0.0016534391534391533,2024,6,27,3,0,2,26,Afternoon,1,15:00,Medium,Excessive,Medium,Very_High,Very_High,0.024935511607910577,0.034393809114359415,0.0937231298366294
179,2024-06-28,19269.0,815.0,21.0,39.0,85.0,12,65.0,22,875.0,0.04540972546577404,0.042295915719549534,0.001089833411178577,0.0020239763350459287,2024,6,28,4,0,2,26,Evening,1,22:00,Long,Excessive,Long,Medium,Low,0.025766871165644172,0.04785276073619632,0.12147239263803682
180,2024-06-29,19529.0,962.0,29.0,26.0,70.0,6,46.0,12,1017.0,0.05207639920118798,0.04926007476061242,0.0014849710686671105,0.001331353371908444,2024,6,29,5,1,2,26,Morning,1,12:00,Long,Moderate,Medium,Medium,Medium,0.030145530145530147,0.02702702702702703,0.0841995841995842
181,2024-06-30,23249.0,1266.0,20.0,10.0,71.0,8,80.0,8,1296.0,0.05574433308959525,0.054453955008817584,0.0008602520538517785,0.0004301260269258893,2024,6,30,6,1,2,26,Morning,1,,Long,Many,Long,Very_High,Very_High,0.01579778830963665,0.007898894154818325,0.0315955766192733
